Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…
"Huang, Laura",Entrepreneur Mindset of Leader,01,20533,0.3,0.3,0.4,0.1,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexander-Doyle, Cortney",College: An Introduction,01,11111,0.6,-0.9,-0.4,0.3,0.5,0.0,-0.8,-1.2,-2.2,-2.3,-0.1,0.1,-0.1,-0.6,0.0,-1.2,0.2,0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poirier, Hannah",College: An Introduction,02,12833,0.3,0.5,0.9,0.3,0.3,0.3,0.1,0.2,0.2,0.1,0.2,0.4,0.4,0.4,0.3,-0.3,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faria, Lance",College: An Introduction,04,11049,-0.9,-0.4,-0.6,-0.2,0.3,-0.3,0.0,-1.2,-1.0,-0.5,0.2,0.4,0.4,0.1,0.0,0.3,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pritchard, April",College: An Introduction,13,10133,0.4,-0.2,-0.1,0.1,-0.1,-0.1,-0.5,-0.4,-0.8,-0.9,-0.2,0.0,-0.4,-0.4,-0.1,-0.5,-0.4,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newcombe, Emma",College: An Introduction,14,14524,0.6,0.8,-0.1,0.3,0.3,0.2,0.2,0.1,-1.7,-0.1,0.4,0.6,0.6,0.6,0.5,0.0,0.4,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shields, Ashleigh",College: An Introduction,15,14525,-0.2,0.0,-0.1,-0.1,-0.2,-0.3,-0.3,-0.6,-1.4,-1.2,-0.2,0.0,0.0,0.0,0.2,0.1,0.1,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pollard, Sheila",College: An Introduction,16,19599,-0.1,0.6,0.7,0.1,0.2,-0.1,0.0,-0.2,-1.2,-0.1,0.2,0.4,0.4,0.1,0.3,0.0,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Li, Rui",College: An Introduction,18,19601,-0.1,-0.2,-0.1,0.0,-0.2,-0.6,-0.6,-0.9,-1.7,-1.5,-0.3,-0.4,-0.2,-0.6,-0.2,-0.8,-0.1,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keck, Tia",College: An Introduction,20,21791,-0.6,-0.7,-1.6,-0.2,-0.7,-1.0,-1.5,-1.4,-1.5,-1.8,-0.3,-0.4,-0.9,-0.9,-0.7,-0.5,-1.1,-0.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Su, Yeemay",Human Nutrition,01,13257,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.3,-0.2,-0.2,-0.2,0.0,0.1,0.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richman, Judith",Human Nutrition,06,11065,0.5,0.6,0.7,0.3,0.4,0.4,0.3,0.5,0.1,0.4,0.3,0.6,0.5,0.6,0.4,0.3,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richman, Judith",Human Nutrition,09,15102,0.4,0.3,0.1,0.2,0.4,0.2,0.3,0.3,-0.4,0.4,0.4,0.6,0.6,0.5,0.5,0.3,0.4,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maras, Janice",Contemp Issues in Nutrition,02,19603,-0.2,-0.3,-0.1,-0.2,0.0,0.0,0.0,-0.1,-0.3,0.0,0.0,-0.1,-0.1,-0.1,0.0,-0.4,-0.1,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan, Dierdre",Professional Development Co-op,01,10020,-0.9,-0.2,-0.6,-0.2,0.0,0.2,0.7,0.8,0.0,0.2,0.4,0.6,0.6,0.6,0.5,0.5,0.4,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan, Dierdre",Professional Development Co-op,02,12660,-0.9,0.2,0.1,0.0,-0.4,0.1,0.6,0.1,-0.7,0.0,0.3,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan, Dierdre",Professional Development Co-op,03,11738,-1.1,-0.2,-0.1,0.0,0.0,-0.5,0.2,-0.7,-1.7,0.0,-0.1,0.1,-0.4,-0.4,-0.2,-0.5,-0.1,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foster, Lisa",Professional Development Co-op,04,10171,-1.1,-0.4,-0.1,-0.1,-0.5,-0.4,-0.4,-0.9,-0.9,-0.2,-0.2,-0.4,-0.4,0.1,0.1,0.3,0.2,0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foster, Lisa",Professional Development Co-op,05,15580,-0.4,0.1,0.2,-0.3,0.1,0.1,-0.3,0.2,-0.4,0.1,-0.2,0.0,0.0,-0.4,-0.1,-0.1,-0.2,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foster, Lisa",Professional Development Co-op,06,15612,-1.6,-1.9,-1.8,-0.3,-0.8,-0.6,-0.6,-0.9,-0.9,-0.4,-0.5,-0.4,-0.7,-0.7,-0.2,-0.4,-0.5,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeney, Jacqueline",Professional Development Co-op,07,17037,0.3,0.5,-0.1,0.1,0.3,0.4,0.4,0.0,-1.2,-0.3,0.0,0.2,0.2,0.3,0.2,0.2,0.1,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeney, Jacqueline",Professional Development Co-op,08,17038,0.4,0.1,-0.1,0.0,-0.3,-0.1,-0.1,0.2,-0.2,0.1,0.2,0.0,0.0,0.4,0.3,0.3,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maras, Janice",Advanced Nutrition,05,19696,-0.3,0.0,0.1,-0.2,0.0,0.0,-0.1,0.1,-0.1,0.1,0.0,0.1,-0.2,-0.2,0.0,-0.1,0.0,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Janisch, Kate",Pub Hlth Nutrition in the Comm,01,13650,-0.5,-0.4,-0.5,-0.1,-0.3,-0.2,-0.7,0.2,-0.7,-0.7,-0.4,-0.4,-0.5,-0.7,-0.6,-0.5,-0.4,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowrey, John",Pub Hlth Nutrition in the Comm,02,20036,-1.8,-2.2,-1.3,-0.4,-1.8,-2.3,-2.0,-0.9,-1.3,-2.2,-1.5,-1.5,-2.4,-2.0,-1.4,-1.1,-1.2,-1.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sullivan, Annemarie",Health Science Capstone Intro,01,12174,0.1,-0.5,-0.6,-0.2,-0.7,-0.3,-0.4,-0.2,-0.6,-0.8,-0.4,-0.3,-0.4,-0.4,-0.5,-0.2,-0.5,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zoloth, Stephen",Health Science Capstone Intro,01,12174,0.1,-0.5,-0.6,-0.2,-0.7,-0.3,-0.4,-0.2,-0.6,-0.8,-0.4,-0.2,-0.2,-0.1,-0.3,-0.1,-0.4,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sullivan, Annemarie",Health Sci Capstone - Service,01,19613,-0.1,0.0,0.2,0.0,0.1,0.0,-0.3,0.2,-0.1,-0.1,-0.2,0.0,0.1,-0.3,-0.4,0.2,-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kostka, Kristin",Intro to Real-World Evidence,01,17053,0.6,-1.2,-1.1,0.3,0.5,0.7,-0.3,0.8,1.0,0.7,-0.6,0.6,0.6,-0.4,0.5,-0.5,0.4,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reich, Christian",Foundations of Data Models,02,20324,-4.4,-4.2,-4.1,-4.7,-4.5,-4.3,-4.3,-4.2,-4.0,-4.3,-4.6,-4.4,-4.4,-4.4,-4.5,-4.5,-4.6,-4.7,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Golozar, Asieh",Methods Observ Research 1,01,17057,-4.4,-4.2,-4.1,-4.7,-4.5,-4.3,-4.3,-4.2,-4.0,-4.3,-4.6,-4.4,-4.4,-4.4,-4.5,-4.5,-4.6,-4.7,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manjourides, Justin",Methods Observ Research 1,01,17057,-4.4,-4.2,-4.1,-4.7,-4.5,-4.3,-4.3,-4.2,-4.0,-4.3,-4.6,-4.4,-4.4,-4.4,-4.5,-4.5,-4.6,-4.7,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Edward",Intro to American History,I03,14894,-0.5,-0.3,-0.5,-0.5,-0.4,-0.3,-0.4,-0.3,0.1,-0.3,-0.3,-0.3,-0.3,-0.4,0.1,-0.2,-0.1,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Edward",Intro to American History,I04,18602,0.2,0.3,0.0,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riccio, Rebecca",Human Services at NU,01,10174,0.4,0.6,0.8,0.3,0.4,0.5,0.5,0.7,-0.3,0.5,-0.2,0.4,0.4,0.6,0.4,0.4,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gardinier, Lori",Social Change  Human Services,01,10173,-0.2,0.1,0.6,0.1,0.0,0.1,0.1,0.4,-0.4,0.1,0.0,0.1,0.1,-0.1,0.0,0.0,0.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gardinier, Lori",Social Change  Human Services,02,10837,-0.3,0.1,0.3,0.0,0.2,-0.2,0.0,0.5,0.0,0.5,0.3,0.4,0.4,0.6,0.4,0.2,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James, Rochelle",Psychological First Aid,01,20388,0.4,0.6,0.8,0.3,0.4,0.5,0.2,0.4,-1.6,-1.2,0.3,0.1,0.4,0.3,0.4,0.1,0.3,0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Matthew",Counseling in Human Services,01,10172,0.1,-0.4,0.1,-0.3,0.3,0.0,0.4,0.2,0.1,0.5,0.3,0.2,0.0,-0.1,-0.1,-0.5,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collin, Cali-Ryan",Counseling in Human Services,03,19896,0.1,-0.1,0.0,0.0,0.1,0.0,0.4,-0.1,0.2,0.3,0.2,0.3,0.3,0.4,0.3,0.1,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Economou, Ruth",Mindfulness in Mental Health,01,14217,-0.2,-0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.3,0.2,0.3,0.2,0.4,0.2,0.0,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Matthew",Race Identity Soc Change Empw,01,19520,0.4,-0.1,0.1,0.1,0.4,0.5,0.5,0.7,0.5,0.5,0.3,0.4,0.4,0.4,0.2,0.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Samuel",Restorative Justice,01,16664,-1.1,-0.6,-0.4,-0.2,0.1,-0.2,0.2,0.1,-0.2,0.1,0.2,-0.2,0.0,-0.8,-0.2,-0.1,0.3,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abels, Margot",Sex Orient  Gender Expression,01,12590,-0.4,0.1,0.4,0.0,-0.9,-1.0,-0.7,-0.6,-0.1,0.0,-0.5,-1.1,-1.4,-0.2,-0.4,-0.3,0.0,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mann, Emily",Child Intervention  Treatment,01,15196,0.4,0.1,0.2,0.2,0.2,0.3,0.4,0.1,0.5,0.5,0.3,0.4,0.4,0.5,0.3,0.0,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collin, Cali-Ryan",Addiction and Recovery,01,20254,0.2,-0.2,0.1,0.2,0.4,-0.1,0.4,0.3,0.0,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riccio, Rebecca",Nonprofit/Philanth/Socl Change,01,10120,-0.6,0.3,0.5,0.2,-0.2,-0.2,-0.4,-0.1,-0.5,0.0,0.0,0.0,-0.3,-0.1,-0.1,0.1,0.1,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Matthew",Senior Sem in Human Services,02,13864,0.4,-4.4,-4.2,-4.7,0.4,-1.5,-0.5,-0.3,0.7,0.5,0.3,-0.6,-0.6,-0.4,0.4,0.4,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collin, Cali-Ryan",Internship,01,12347,0.1,0.1,-0.2,0.3,0.2,-0.5,-0.2,0.5,0.2,0.3,0.1,0.2,0.4,0.1,0.2,-0.1,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Musdal Ondemir, Hande",Intro to Industrl Engineering,01,11184,0.5,0.2,0.3,0.3,0.3,0.2,0.2,0.3,-0.5,0.1,0.3,0.2,0.4,0.4,0.3,0.3,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranjit, Manish",Engineering Prob and Stats,01,12341,0.6,0.7,0.8,0.4,0.5,0.6,0.6,-0.8,0.6,0.5,0.4,0.5,-0.1,0.4,0.5,0.2,0.4,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zeid, Ibrahim",Engineering Database Systems,01,11136,-0.2,-0.6,-0.7,0.1,-0.5,-0.2,-0.6,0.0,0.3,0.2,-0.6,-1.0,-0.9,0.0,-0.3,-0.4,-0.1,-0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ali, Rehab",Simulation Modeling/Analysis,01,12342,-0.3,-0.3,-0.1,-0.1,0.0,-0.1,-0.6,-0.2,0.1,-0.5,-0.1,-0.4,-0.4,0.0,-0.1,0.1,0.1,-0.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranjit, Manish",Engineering Economy,01,12038,0.5,0.2,0.3,0.4,0.5,0.6,0.4,0.4,0.1,0.4,0.4,0.5,0.6,0.6,0.5,0.5,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Cesar",Operations Research,01,12654,-1.3,-1.4,-1.3,-1.1,-1.6,-1.0,-1.4,-1.3,-1.1,-1.4,-1.1,-1.5,-1.6,-1.7,-1.1,-1.1,-0.7,-0.6,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Hugh",Quality Assurance,01,12343,-0.2,0.0,0.3,0.1,0.0,0.0,-0.6,0.0,-0.1,-0.6,0.0,-0.2,-0.5,0.0,-0.2,0.0,0.1,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Musdal Ondemir, Hande",Stochastic Modeling,02,13124,0.5,0.5,0.4,0.3,0.3,0.2,0.1,0.3,0.4,0.3,0.3,0.1,0.1,0.4,0.2,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaeger-Helton, Beverly",Human-Machine Systems,01,19832,-0.4,0.0,0.0,-0.1,-0.1,-0.1,0.0,-0.2,-0.3,-0.2,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaeger-Helton, Beverly",Lab for IE 4522,01,19833,-0.3,0.3,0.4,0.0,0.2,0.3,0.4,0.0,0.1,0.3,0.4,0.3,0.2,0.4,0.3,0.4,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Cesar",Logistics  SuppChain Managemt,01,13128,-2.6,-2.2,-2.0,-2.3,-2.4,-1.8,-2.3,-1.7,-2.0,-2.2,-2.1,-2.4,-2.3,-2.7,-1.9,-1.0,-2.0,-1.2,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moghaddam, Mohsen",Manuf Systems  Techniques,01,12655,0.5,0.6,0.6,0.3,0.4,0.3,0.4,0.3,0.0,0.3,0.3,0.4,0.5,0.7,0.5,0.4,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ali, Rehab",Computational Modeling in IE,01,19835,0.4,0.2,0.3,0.0,-0.1,0.0,0.4,0.3,-0.4,-0.3,0.4,-0.3,-0.2,0.5,0.5,0.3,0.4,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Javadi, Mohammad Amin",Special Topics in Indstrl Engr,08,19836,0.0,0.0,0.1,-0.2,-0.1,-0.3,0.0,-0.8,-0.3,-0.4,-0.5,-0.2,-0.1,0.0,0.1,0.1,0.0,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lipton, Jeffrey",Special Topics in Indstrl Engr,09,19837,0.1,0.1,0.3,0.0,0.1,0.2,0.4,0.2,0.4,0.1,0.2,0.3,0.3,0.4,0.3,0.2,0.1,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Hugh",Lean Concepts and Applications,01,11313,0.6,0.6,0.7,0.3,0.4,0.5,0.5,0.4,0.3,0.3,0.4,0.4,0.5,0.6,0.4,0.4,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guschin, Andrei",Lean Concepts and Applications,02,19839,0.4,0.0,0.1,-0.1,-0.3,-0.2,-0.4,-0.5,-0.8,-0.5,-0.4,-0.3,0.0,0.1,-0.3,-0.3,-0.6,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Hugh",Recitation for IE 5617,01,13568,0.5,0.6,0.7,0.3,0.4,0.5,0.5,0.4,0.2,0.4,0.3,0.4,0.5,0.6,0.4,0.4,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Hugh",Recitation for IE 5617,02,13569,0.3,0.1,0.3,0.1,0.3,0.4,0.4,0.2,0.0,0.2,0.3,0.4,0.5,0.5,0.2,0.3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McManus, Hugh",Recitation for IE 5617,03,13576,0.6,0.7,0.8,0.4,0.5,0.6,0.6,0.5,0.6,0.5,0.4,0.5,0.6,0.7,0.5,0.5,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Javadi, Mohammad Amin",Data Mining Engineering Apps,V30,19841,-0.1,-0.5,-0.3,-0.4,-0.3,-0.3,-0.6,0.0,-0.3,-0.7,-1.0,-0.9,-0.6,-0.2,-0.3,0.0,0.0,-0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Javadi, Mohammad Amin",Appl of AI in Energy Systems,V35,16922,-0.1,-0.5,-0.3,-0.4,-0.3,-0.3,-0.6,0.0,-0.3,-0.7,-1.0,-0.9,-0.6,-0.2,-0.3,0.0,0.0,-0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pei, Jinxiang",Engineering Probs  Stats,01,11222,0.0,0.1,-0.1,-0.2,-0.3,-0.3,-0.1,-0.1,0.2,-0.2,0.1,0.0,-0.3,-0.2,0.0,0.0,0.0,0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fard, Nasser",Engineering Probs  Stats,02,11407,-0.1,-0.2,-0.2,-0.3,-0.4,-0.6,-0.3,-0.2,0.2,-0.2,-0.1,0.0,-0.2,-0.5,-0.4,-0.5,-0.2,-0.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schmucker, Douglas",Engineering Probs  Stats,03,11607,0.4,0.1,0.2,0.4,0.3,0.4,0.2,0.1,0.0,0.3,0.0,0.3,0.4,0.7,0.3,0.5,0.2,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sadaka, Hanai",Engineering Probs  Stats,04,12131,0.1,0.1,0.3,0.0,0.2,-0.1,0.4,0.1,0.4,0.1,0.3,0.4,0.4,0.3,0.3,0.1,0.2,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jugulum, Rajesh",Engineering Probs  Stats,05,15813,0.5,0.6,0.7,0.3,0.4,0.4,0.5,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.3,0.3,0.3,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ali, Rehab",Engineering Probs  Stats,06,16037,0.3,0.1,0.2,-0.2,0.1,0.1,0.2,0.1,0.2,0.0,0.2,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fard, Nasser",Engineering Probs  Stats,07,18478,0.4,0.0,0.1,0.2,-0.4,-0.1,-0.3,-0.1,-0.3,0.1,0.0,0.2,0.0,0.1,-0.2,-0.4,0.0,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sadaka, Hanai",Engineering Probs  Stats,11,16176,0.1,-0.8,0.3,-0.1,0.0,-0.9,0.1,0.0,0.1,0.0,0.4,0.5,0.6,0.7,0.5,0.5,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jin, Xiaoning",Manufact Methods  Processes,01,20492,-0.2,-0.1,0.0,-0.2,-0.1,0.0,0.0,-0.1,0.0,-0.1,-0.2,0.0,0.0,0.1,-0.1,0.0,-0.1,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultornsanee, Sivarit",Foundations Data Analytics Eng,01,19843,0.1,-0.1,0.1,0.0,0.2,0.2,-0.3,0.0,0.1,0.0,-0.3,-0.2,-0.2,-0.1,0.1,-0.2,-0.1,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultornsanee, Sivarit",Foundations Data Analytics Eng,02,19844,0.1,0.2,0.3,0.0,0.0,0.0,-0.1,-0.1,0.0,-0.1,-0.2,-0.1,-0.2,0.0,0.0,-0.1,-0.2,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richards, Matthew",Foundations Data Analytics Eng,03,19845,0.5,0.5,0.7,0.2,0.1,0.2,0.4,0.3,0.0,0.2,0.3,0.4,0.5,0.6,0.3,0.3,0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Andy",Foundations Data Analytics Eng,04,19846,0.4,0.5,0.4,0.4,0.3,0.4,0.6,0.1,-0.2,0.3,0.4,0.5,0.2,0.7,0.5,0.1,0.4,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Andy",Foundations Data Analytics Eng,08,21439,0.3,-0.2,-0.1,-0.5,0.3,0.1,0.4,0.0,0.0,0.0,0.2,0.3,0.4,0.4,0.2,-0.3,0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radhakrishnan, Srinivasan",Computation and Visualization,01,17499,0.0,0.2,0.2,-0.2,0.1,0.1,0.2,0.2,0.1,0.0,0.2,0.2,0.3,0.2,-0.1,0.1,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Zheng",Computation and Visualization,02,14740,-0.9,-0.6,-0.6,-0.4,-0.8,-0.4,-0.9,-0.7,-0.5,-0.9,-0.6,-0.8,-0.9,-0.8,-1.3,-0.9,-0.8,-0.5,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radhakrishnan, Srinivasan",Computation and Visualization,03,13577,0.0,0.1,0.0,0.0,-0.2,-0.2,0.0,-0.1,-0.1,-0.2,0.1,0.1,0.4,0.3,0.0,0.0,0.0,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamarthi, Satwik",Computation and Visualization,04,13725,0.5,0.5,0.6,0.4,0.4,0.4,0.4,0.4,0.1,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trivedi, Kirankumar",Computation and Visualization,08,19847,-1.5,-2.0,-2.2,-1.3,-1.9,-1.4,-2.3,-1.7,-1.9,-1.8,-1.7,-2.0,-1.8,-1.8,-1.8,-1.8,-1.5,-1.5,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trivedi, Kirankumar",Computation and Visualization,12,21136,-0.7,-0.3,-0.2,-0.3,-0.5,-0.1,-0.1,-0.2,-0.1,-0.5,-0.3,-0.2,-0.1,-0.3,-0.2,0.0,-0.1,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azim, Qurat-ul-Ain",Computation and Visualization,13,21333,0.0,0.0,0.2,0.1,-0.2,0.3,-0.1,-0.1,-0.5,-0.2,-0.4,-0.1,-0.1,-0.1,-0.2,-0.1,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jin, Xuemin",Data Management for Analytics,01,14619,0.4,0.4,0.7,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jin, Xuemin",Data Management for Analytics,02,15220,0.3,0.4,0.4,0.1,0.2,0.3,0.4,0.2,0.0,0.3,0.2,0.3,0.3,0.5,0.2,0.3,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
