Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…,The work we did in the laboratory course helped me to perform…,The work we did in the lecture course helped me to perform be…,The undergraduate teaching fellow (undergraduate teaching a…,If this course had teaching assistants that held regular office h…,I was able to follow the pace of the lecture and understood the…,The grading of quizzes and case studies was fair.,I felt comfortable to ask questions. I felt comfortable to voice cr…,The real-life anecdotes and hands-on experience and insights…
"Ward, Robert",Guitar Class,01,10420,-0.7,-0.3,-0.5,0.5,-0.4,-0.1,0.4,0.0,0.0,0.3,0.2,0.3,0.3,0.3,0.1,0.2,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ward, Robert",Guitar Class,02,11509,1.0,-0.3,-0.4,0.7,0.4,0.5,0.6,0.2,0.5,0.7,0.3,0.4,0.5,0.5,0.4,0.6,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Ritis, Anthony",What's Playing at Symphony?,01,19900,-0.5,-0.5,-0.6,0.0,-0.6,-0.2,-0.6,-0.3,-0.3,-0.1,-0.3,-0.8,-0.6,0.2,-0.2,-0.4,-0.3,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stadnicki, Tisha","Pop, Jazz, and Rock Singing",02,19634,1.0,-0.9,-1.0,-0.1,-0.4,-0.2,-0.4,-0.5,-1.2,-0.3,-0.5,-0.7,-0.8,-0.9,-0.1,-0.2,0.0,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ho, Hubert",Music Theory 1,01,10414,-0.8,-0.2,-0.3,-0.9,0.0,0.0,0.5,0.1,1.0,0.6,0.2,0.5,0.2,0.2,0.3,0.5,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robison, Brian",Music Theory 1,04,19635,-1.0,0.4,0.1,-0.4,-0.3,-0.7,-0.7,-0.3,0.5,-0.6,-0.9,-1.0,-1.5,-0.5,-0.5,-0.1,-0.3,-0.2,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ho, Hubert",Music Theory 1,05,19636,0.0,0.2,0.0,-0.1,0.1,-0.2,0.3,0.0,0.5,0.2,0.3,-0.2,-0.2,-0.1,0.1,-0.1,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robison, Brian",Music Theory 2,02,19637,-1.2,-0.8,-0.5,1.0,-1.5,-0.8,-2.1,-0.9,0.4,-0.7,-1.8,-2.2,-1.6,-1.4,-0.4,-0.2,-0.3,-0.2,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chan, Katherine",Piano Class 1,02,20900,1.2,0.4,0.3,-0.6,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.2,-0.2,0.3,0.1,0.3,0.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chan, Katherine",Chorus,01,13045,0.4,-0.8,-1.0,0.1,0.4,0.0,0.5,0.0,0.0,-0.1,0.1,0.2,0.2,-0.2,0.1,0.1,-0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Betsold, Allison",Concert Band,02,15996,-2.1,-1.1,-1.0,-2.1,0.1,0.1,0.4,0.0,0.2,0.1,0.2,0.4,0.4,0.4,0.0,0.0,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett, Evan",Orchestra,01,13046,-1.5,-1.6,-1.6,-1.9,-0.1,-0.2,0.3,-0.2,-0.1,-0.4,0.0,0.1,0.1,0.0,0.0,-0.3,0.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feinstein, Allen",Wind Ensemble,01,13047,-2.8,-2.1,-2.2,-2.9,-0.4,-0.2,0.3,-0.4,0.0,-0.4,0.2,0.3,0.2,0.2,0.1,0.0,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Joel",Jazz Ensemble,01,10262,1.3,-0.1,-0.2,0.2,0.4,0.4,0.6,0.2,0.3,0.2,0.3,0.5,0.5,0.6,0.4,0.1,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landgrebe, Junauro",Rock Ensemble,01,13048,1.0,-1.3,-1.4,-1.1,-0.4,-0.1,0.6,-0.3,-0.5,0.0,0.3,-0.5,0.3,0.6,0.4,0.1,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landgrebe, Junauro",Blues/Rock Ensemble,01,13133,0.3,-0.1,-0.2,0.2,0.6,0.6,0.6,0.7,1.0,0.7,0.3,0.5,0.5,0.6,0.4,0.6,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stadnicki, Tisha",Create Your Own Music,02,13049,0.3,0.4,0.3,-0.1,0.6,0.6,0.6,0.5,0.0,0.5,0.3,0.5,0.5,0.6,0.4,0.6,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett, Evan",Chamber Ensemble,02,13870,-3.5,-2.6,-2.7,-3.6,0.6,0.6,0.6,0.7,-1.0,-1.3,0.3,-2.5,0.5,0.6,0.4,0.6,0.3,0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett, Evan",Chamber Ensemble,05,14856,-3.5,-2.6,-2.7,-3.6,0.2,0.2,0.4,0.5,0.8,0.3,-0.1,-0.1,-0.5,0.2,-0.2,-0.8,-0.1,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chan, Katherine",Chamber Ensemble,06,19638,-0.5,-0.3,-0.4,-0.3,-0.4,-0.4,0.4,-0.1,-0.2,-0.3,-0.2,0.0,0.3,0.1,-0.1,-0.6,-0.2,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stadnicki, Tisha",Jazz Choir and Combo,01,13051,-0.7,0.0,0.1,0.0,0.2,0.4,0.0,0.1,-0.6,-0.5,0.1,-0.9,-0.3,-0.4,0.0,-0.2,-0.1,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huergo, Fernando",World Music Ensemble,01,13566,-0.8,0.1,0.0,-0.6,-0.7,-0.4,0.1,-0.8,0.0,-0.3,-0.2,0.0,0.2,-0.1,0.1,-0.4,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landgrebe, Junauro",Fusion Ensemble,01,13052,1.5,-0.1,-0.2,1.4,0.6,0.6,0.6,0.7,0.0,0.2,0.3,0.5,0.5,0.6,0.4,0.6,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Betsold, Allison",Pep Band,01,13054,-2.1,-1.5,-1.2,-1.9,0.0,-0.1,0.3,0.2,-0.1,-0.2,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tchetgen, Pierre-Valery",Black Popular Music,01,19639,0.1,-0.6,-0.4,0.3,-0.5,-0.3,-0.8,-1.0,-0.4,-0.3,-1.2,-1.6,-1.7,-1.1,-0.7,-0.3,-0.1,-0.3,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gutierrez, James",Songs That Made History,01,19640,0.5,0.5,0.4,0.8,-0.8,-0.5,-0.6,-0.6,-0.4,-0.6,-0.1,-0.7,-0.6,-0.4,-0.4,-0.1,0.1,-0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feinstein, Allen",Making a Musical,01,19641,0.9,0.5,0.4,0.5,0.2,0.2,0.5,0.3,0.6,0.4,0.0,0.0,0.2,0.4,0.1,0.5,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Joel",Jazz Improvisation,01,19642,1.5,2.1,2.0,1.4,0.6,0.6,0.6,0.7,1.0,0.7,0.3,0.5,0.5,0.6,0.1,0.6,0.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chan, Katherine",Conducting,01,19643,0.3,0.2,0.6,0.8,0.3,0.3,0.4,0.2,0.3,0.4,0.2,0.2,0.0,0.2,-0.1,0.4,-0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robison, Brian",Introduction to Songwriting,04,19644,0.1,0.9,0.9,0.8,-0.1,-0.8,-1.0,-0.2,-0.2,-0.5,-0.6,-0.9,-0.8,-1.3,-0.5,0.2,-0.3,-0.1,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inglese, Francesca",Topics in American Music,01,16453,1.4,0.8,0.6,1.3,0.2,0.3,0.0,0.3,0.3,0.1,0.0,-0.2,-0.1,0.2,0.2,0.4,0.1,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ho, Hubert",Acoustics/Psychoacoustcs Music,02,19646,-0.5,-1.1,0.8,0.4,0.1,-0.4,-1.4,0.2,0.0,0.2,-0.2,0.0,-1.0,-0.9,-0.6,0.1,0.3,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inglese, Francesca",Music  the Racial Imagination,02,19663,0.7,0.5,1.4,0.6,0.3,0.3,0.2,0.1,0.4,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ward, Robert",Analyzing Popular Genres,02,19667,0.9,0.4,0.3,0.5,-0.1,0.2,-0.5,0.2,0.3,0.1,-0.4,-0.5,-0.2,0.4,0.2,0.4,-0.2,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herlihy, David",Introduction to Music Industry,03,14860,0.3,1.6,1.6,1.1,-0.5,0.0,0.2,0.1,0.3,0.2,0.0,-0.2,-0.2,-0.1,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Day, Jonathan",Introduction to Music Industry,05,19668,0.0,-1.6,0.8,-0.1,0.1,0.4,0.6,0.5,-0.7,0.5,0.3,0.5,0.5,-0.1,0.2,0.1,0.3,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferrick, Melissa",Introduction to Music Industry,06,19669,1.1,1.2,1.1,1.4,0.2,0.2,0.4,-0.1,-0.2,0.7,0.3,0.3,0.5,0.2,0.2,0.0,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferrick, Melissa",Demo Productn for Songwriters,01,19670,-0.5,-0.4,-0.2,-0.3,-0.2,-0.4,-0.6,-0.6,-0.2,-0.5,0.0,-0.3,0.2,0.3,0.2,0.3,0.3,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bielmeier, Doug",Music Recording 1,01,10399,0.1,-0.6,-0.7,-0.8,0.2,-0.4,0.4,0.3,0.4,0.5,0.1,-0.1,0.3,0.2,0.0,0.4,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bielmeier, Doug",Music Recording 1,02,11368,0.7,1.2,1.3,0.2,0.6,0.6,0.6,0.4,0.8,0.7,0.3,0.5,0.5,0.6,0.4,0.6,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Day, Jonathan",Music Recording 1,03,20809,1.5,1.2,1.1,1.2,0.4,0.1,0.6,0.5,0.8,0.7,0.3,0.0,0.0,0.1,-0.1,0.1,0.1,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Rebekah",Festivals,01,19673,0.5,0.2,0.0,0.7,-0.3,-0.2,-0.3,-0.2,-0.1,-0.1,-0.2,-0.6,-0.4,-0.1,-0.3,-0.1,0.0,-0.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herlihy, David",Copyright Creative Industries,01,19674,-0.2,0.5,0.1,0.0,0.0,0.1,-0.3,0.1,0.8,0.2,0.1,0.0,0.0,-0.5,-0.6,0.0,0.2,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bielmeier, Doug",Music Recording 2,01,11472,1.5,0.9,0.8,1.2,0.6,0.6,0.6,0.7,0.8,0.7,0.3,0.3,0.3,0.4,0.2,0.4,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodworth, Francis",Special Topics in Mus Industry,01,19675,0.1,1.0,0.1,0.6,-0.4,-0.6,0.2,0.5,0.2,0.3,-0.1,-0.7,-0.7,0.2,0.4,0.4,0.1,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herlihy, David",Artist Management,01,19676,-0.3,-0.1,0.6,1.2,-0.6,-0.2,-0.7,-0.3,-0.2,-0.3,-0.4,-0.3,-0.5,-1.4,-0.3,-0.2,0.0,-0.3,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Day, Jonathan",Concert Promo  Venue Managmnt,01,19677,0.3,-0.3,0.0,-0.3,0.1,-0.2,0.1,-0.1,-0.2,0.4,-0.2,-0.7,-0.3,-0.2,0.1,-0.6,0.0,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexander, Charles",Music Recording 3: Mix/Master,01,12365,-0.7,-1.2,-1.3,-0.8,0.2,0.0,0.6,0.5,1.0,0.7,0.3,-0.1,0.3,0.4,0.2,0.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Rebekah",Global Music Industries,01,19678,0.6,-0.2,-0.7,0.6,0.2,-0.1,0.2,0.1,0.7,0.5,0.1,0.1,-0.3,-0.1,-0.1,0.3,0.3,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferrick, Melissa",Special Topics Music Industry,01,20082,-0.2,0.7,0.6,-0.3,0.3,0.3,0.6,0.7,0.7,0.7,0.3,0.5,0.5,0.6,0.4,0.3,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mall, Andrew",Seminar in Music Industry,02,19679,0.9,-0.3,0.5,1.3,0.3,0.3,0.3,-0.1,0.7,0.3,0.1,0.4,0.3,0.3,0.0,-0.1,0.2,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zappi, Victor",Intro to Music Technology,04,19680,1.2,1.6,1.2,1.0,0.1,0.1,0.3,0.1,0.5,0.5,0.2,0.4,0.2,0.3,0.2,0.3,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frengel, Michael",Intro to Music Technology,05,19681,0.8,2.1,2.0,-0.9,-0.7,-1.1,0.3,-0.3,0.7,0.4,0.3,0.2,-0.2,-0.1,0.1,-1.4,0.0,0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kleinberger, Rebecca",Intro to Music Technology,06,19682,-0.2,-1.7,-1.6,0.1,0.0,-0.4,-0.1,0.1,0.1,0.0,-0.1,-0.6,-0.6,0.1,0.1,0.1,0.1,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frengel, Michael",Sound Design,02,19683,0.7,1.2,1.3,0.2,0.4,0.4,-0.2,0.7,0.7,0.7,0.1,0.0,0.3,0.4,0.2,0.1,0.1,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Ronald",Computer Music Fundamentals,01,13150,0.1,-0.2,-0.4,0.3,0.3,0.5,0.2,0.4,0.3,0.0,0.2,0.2,0.2,0.3,0.1,0.0,0.0,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Ronald",Computer Music Fundamentals,02,20871,0.5,0.4,1.6,0.7,0.1,0.1,0.1,0.2,0.5,0.2,-0.2,0.0,0.0,0.1,-0.1,0.1,-0.2,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zappi, Victor",Electronics for Music,01,19686,1.3,1.0,0.2,1.3,0.4,0.5,0.6,0.5,0.7,0.6,0.2,0.5,0.5,0.4,0.3,0.6,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frengel, Michael",Composition for Elec Instrmnts,01,16008,0.8,1.4,1.3,1.1,-0.1,-0.1,-0.4,0.4,0.3,0.4,0.0,-0.2,0.5,0.6,0.1,-0.1,0.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barabasi, Albert-Laszlo",Network Science 1,01,20083,0.2,-1.9,-1.7,0.3,-0.5,-0.1,-0.1,0.4,0.2,0.0,0.1,0.0,0.0,-0.4,-0.1,-1.1,-0.4,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klein, Brennan",Network Science 1,01,20083,0.2,-1.9,-1.7,0.3,-0.5,-0.1,-0.1,0.4,0.2,0.0,0.1,0.3,0.0,0.6,0.2,0.4,0.1,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shekhtman, Louis",Network Science 1,01,20083,0.2,-1.9,-1.7,0.3,-0.5,-0.1,-0.1,0.4,0.2,0.0,-0.4,0.0,-0.2,0.1,0.2,-0.6,-0.2,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vespignani, Alessandro",Processes in Complex Networks,01,19899,-2.3,-2.4,-2.2,-1.9,-1.2,-0.9,-0.1,-0.1,-0.5,0.0,-0.4,-0.2,0.0,-0.1,-0.6,-0.6,-0.7,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Jessica",Processes in Complex Networks,01,19899,-2.3,-2.4,-2.2,-1.9,-1.2,-0.9,-0.1,-0.1,-0.5,0.0,0.1,0.3,0.3,0.4,0.2,0.2,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Needa",Introduction to Nanomedicine,01,12178,0.8,1.3,1.2,0.5,0.4,0.5,0.6,0.5,0.6,0.5,0.5,0.4,0.4,0.3,0.4,0.5,0.3,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sridhar, Srinivas",Introduction to Nanomedicine,01,12178,0.8,1.3,1.2,0.5,0.4,0.5,0.6,0.5,0.6,0.5,0.3,0.3,0.3,0.3,0.2,0.4,0.1,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van De Ven-Moloney, Anne",Introduction to Nanomedicine,02,14661,0.7,1.0,1.1,0.4,0.3,0.3,0.2,0.3,0.4,0.5,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spendley, Lauren",College: An Introduction,01,10896,0.5,0.0,0.5,0.5,0.4,0.3,0.4,0.4,-0.9,0.0,0.4,0.4,0.5,0.0,0.3,0.4,0.2,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramdin, Valeria",College: An Introduction,02,10897,-2.2,-1.7,-0.7,-1.3,-0.6,-0.6,0.3,-0.3,-2.2,-0.7,0.0,-0.1,-0.6,0.1,0.0,0.3,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stankard, Kristin",College: An Introduction,04,16989,0.7,0.1,1.1,0.3,0.4,0.4,0.6,0.2,-0.3,0.1,0.4,0.5,0.7,0.5,0.4,0.5,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamilton, Deborah",College: An Introduction,05,17158,-1.4,-0.7,-0.3,-1.2,-0.3,-0.2,0.2,-0.2,-1.4,-0.3,0.2,0.3,0.3,0.2,0.1,0.0,0.3,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sorrentino, Alexandra",Wellness,01,15238,0.1,-0.3,0.2,0.1,-0.3,-0.8,-0.4,-0.1,-0.3,-0.4,-0.6,-0.6,-0.4,0.3,0.2,-0.5,-0.3,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diani, Jacqueline",Professional Development Co-op,01,10909,-0.2,-0.4,-0.1,-0.1,0.5,0.8,0.7,0.2,-1.1,0.3,0.0,0.1,0.2,0.1,0.0,0.1,-0.1,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carney, Mary",Professional Development Co-op,01,10909,-0.2,-0.4,-0.1,-0.1,0.5,0.8,0.7,0.2,-1.1,0.3,0.6,0.7,0.8,0.7,0.6,0.7,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diani, Jacqueline",Professional Development Co-op,02,11913,0.6,0.7,0.7,0.1,0.1,0.4,0.7,0.5,-0.1,0.2,0.5,0.6,0.7,0.3,0.2,0.5,0.4,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carney, Mary",Professional Development Co-op,02,11913,0.6,0.7,0.7,0.1,0.1,0.4,0.7,0.5,-0.1,0.2,0.0,0.1,0.0,-0.3,-0.6,0.1,-0.1,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diani, Jacqueline",Professional Development Co-op,03,13569,0.3,-0.2,-0.2,0.0,0.6,0.8,0.7,0.9,-0.2,0.2,0.6,0.7,0.8,0.7,0.6,0.7,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carney, Mary",Professional Development Co-op,03,13569,0.3,-0.2,-0.2,0.0,0.6,0.8,0.7,0.9,-0.2,0.2,0.4,0.7,0.8,0.7,0.6,0.7,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carney, Mary",Professional Development Co-op,05,18621,0.8,-1.4,-0.2,0.5,0.6,0.6,0.9,0.7,-0.9,0.7,0.6,0.7,0.8,0.7,0.6,0.7,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCadden, Laurie",Foundations Prof Nursing Prac,B01,14326,0.2,-0.3,-0.2,0.2,0.0,-0.1,-0.5,-0.4,-1.0,-0.6,-0.3,-0.3,0.1,0.0,-0.1,-0.2,-0.2,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adams, Leslie",Foundations Prof Nursing Prac,B01,14326,0.2,-0.3,-0.2,0.2,0.0,-0.1,-0.5,-0.4,-1.0,-0.6,-0.5,-0.4,-0.2,-0.4,-0.4,-0.5,-0.5,-0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kim, Tiffany",Foundations Prof Nursing Prac,B01,14326,0.2,-0.3,-0.2,0.2,0.0,-0.1,-0.5,-0.4,-1.0,-0.6,-0.2,-0.1,0.0,-0.2,-0.3,-0.3,-0.4,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirsch, Meredith",Foundations Prof Nursing Prac,N01,14333,0.0,0.2,0.1,0.0,0.1,0.0,-0.4,-0.2,-0.9,-0.3,0.0,0.0,0.2,-0.2,0.0,0.0,-0.1,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirsch, Meredith",Foundations Prof Nursing Prac,N02,14334,0.1,0.0,0.1,-0.2,-0.1,-0.1,-0.8,-0.3,-0.7,-0.6,-0.4,-0.3,-0.1,-0.3,-0.1,-0.4,-0.2,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirsch, Meredith",Foundations Prof Nursing Prac,N03,17676,0.6,1.1,0.9,0.3,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.5,0.6,0.3,0.2,0.3,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Kathryn",Ethical Healthcare: Genetics,B01,14200,-0.1,0.3,0.3,0.1,-0.1,-0.2,0.1,-0.2,0.0,-0.4,-0.2,-0.1,-0.1,-0.4,0.0,-0.5,0.1,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Kathryn",Ethical Healthcare: Genetics,B02,14199,0.0,0.5,0.5,0.1,-0.2,0.1,0.2,0.2,0.2,0.1,-0.1,0.0,0.1,0.0,-0.1,0.0,-0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathieu Gonzalez, Kristen",Ethical Healthcare: Genetics,B03,14202,-0.2,-0.7,0.3,-0.5,-1.6,-1.2,-1.1,-0.3,0.3,-0.5,-0.9,-0.3,-0.2,-1.3,-0.1,-1.0,-0.2,-0.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peirce, Anne",Ethical Healthcare: Genetics,B04,20652,-0.1,-0.6,0.2,0.1,-0.5,-0.8,-0.8,-0.5,-0.1,-0.2,-0.9,-1.5,-1.3,-1.0,0.1,-0.5,0.0,-0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
